file_id,duration,n_flat_channels,alpha_peak,SNR_proxy_delta
mh_2021_0000608,1645.995,22,8.5,0.00015447014599165114
mh_2024_0003553,1209.995,22,8.0,1.3019348804994572e-05
ffh_2024_0000227,1393.995,22,8.0,9.750311813331374e-05
mh_2024_0003321,904.995,22,8.5,8.659398862987257e-06
mh_2024_0003705,994.995,22,9.0,0.00021850458727022847
mh_2024_0003949,900.995,22,8.5,0.00011073406579645388
mh_2021_0000503,1499.995,22,10.0,2.124211078463723e-05
mh_2021_0000292,1799.995,22,10.0,2.246280635425201e-05
mh_2024_0003729,1139.995,22,8.5,0.0002528325702949389
mh_2022_0000331,1716.995,22,8.5,2.536549308428985e-05
mh_2022_0000138,1207.995,22,8.0,9.716759215826468e-05
ffh_2024_0000186,1650.995,22,9.0,2.4805502397354628e-05
mh_2024_0003987,1694.995,22,9.5,0.000122608027596283
mh_2021_0000126,1754.995,22,9.0,3.0910579377987e-05
mh_2024_0004270,1037.995,22,8.0,5.82383321933264e-05
mh_2021_0000701,1803.995,22,8.0,5.172077530858592e-05
mh_2024_0003440,995.995,22,9.0,3.9207229049096393e-05
mh_2024_0003403,897.995,22,9.5,5.776440958591755e-05
mh_2024_0003344,1074.995,22,8.5,3.7280950013538406e-05
mh_2024_0003294,828.995,21,9.5,0.0001455223503523325
mh_2021_0000255,1324.995,22,8.0,0.00014353733979693414
mh_2022_0000299,1275.995,22,9.0,4.787728638253033e-05
mh_2024_0003840,962.995,22,10.0,3.2897736517589933e-06
mh_2024_0003602,1091.995,22,8.0,5.654989767688867e-05
mh_2024_0003431,675.995,22,8.0,1.9057068032055037e-05
ffh_2024_0000316,1501.995,22,10.0,7.5021079573905556e-06
mh_2022_0000233,1199.995,22,11.0,8.31240978203841e-05
mh_2021_0000534,1499.995,22,8.0,5.8670738075314786e-05
mh_2021_0000079,1773.995,22,8.5,0.00020242212563612347
mh_2024_0003757,917.995,22,9.0,0.00021810093289894984
mh_2024_0004254,1116.995,22,8.5,1.1656017357509096e-05
mh_2022_0000183,1212.995,20,8.0,0.0006788333975780021
mh_2021_0000367,1802.995,22,8.0,0.00018377930470367694
mh_2024_0004057,1094.995,22,10.0,0.00026403510853096853
mh_2024_0003515,909.995,22,8.0,1.0362878310651034e-05
mh_2024_0004022,910.995,22,10.0,1.8093389826952234e-05
mh_2024_0004414,901.995,12,8.0,0.002210715683392441
ffh_2024_0000189,1044.995,22,11.5,3.395442727365438e-05
mh_2022_0000065,1439.995,22,9.0,0.00011056911050158829
ffh_2024_0000128,1631.995,22,8.5,0.00016753094354073943
mh_2024_0003947,1079.995,22,8.0,0.0002821897837342988
mh_2024_0003347,1012.995,22,9.0,2.6620609004150548e-05
mh_2024_0003603,1010.995,22,8.0,3.718824514475458e-05
mh_2022_0000154,1499.995,22,9.5,0.00011052126370839223
mh_2024_0004394,1224.995,22,8.0,0.0001579580126767486
mh_2022_0000058,1199.995,22,8.0,0.00013980598286461718
mh_2021_0000739,1592.995,22,10.5,2.0555702918822638e-05
mh_2024_0004258,959.995,22,8.0,0.00012601851953361972
mh_2024_0003789,679.995,22,8.0,1.4942341452779956e-05
mh_2024_0004066,1114.995,22,9.0,1.2535858602365081e-05
mh_2024_0003909,939.995,22,8.0,6.336984769296335e-05
mh_2024_0003702,947.995,22,9.5,9.576498780677564e-06
mh_2024_0003391,976.995,22,8.5,4.820392707953114e-06
ffh_2024_0000273,1499.995,22,9.5,2.3062531091663225e-05
mh_2021_0000500,1642.995,22,9.5,1.4711478237578467e-05
mh_2022_0000395,1603.995,22,8.0,0.00023824860461380072
mh_2024_0003383,885.995,21,8.0,2.162790864074331e-05
mh_2024_0004068,1008.995,22,10.0,2.5277355723224055e-05
mh_2024_0003773,1084.995,22,10.0,1.7321493908853245e-05
ffh_2024_0000319,1355.995,22,10.5,3.425390740288632e-05
mh_2024_0003388,1141.995,22,9.0,8.420196943541027e-06
mh_2024_0003393,1107.995,22,8.0,0.00044049260183754015
mh_2024_0003280,973.995,22,9.0,6.834578377120138e-05
mh_2024_0003225,1008.995,21,8.0,0.00017116783246050855
mh_2024_0004241,965.995,22,8.0,0.00018117369150890065
mh_2021_0000813,1518.995,22,9.5,9.81108199680088e-05
mh_2024_0004123,1199.995,22,8.0,9.048565715367962e-06
mh_2021_0000518,1746.995,22,8.0,0.00013675935345738575
mh_2022_0000087,1471.995,21,8.0,0.00010775148533318279
mh_2021_0000442,1799.995,22,10.5,0.0002025722739915118
mh_2021_0000179,1639.995,22,9.0,2.804919113084299e-05
mh_2024_0003478,1121.995,22,8.5,1.420225567536038e-05
mh_2024_0003470,1400.995,21,10.5,1.7840446818346434e-05
mh_2021_0000611,1799.995,22,10.0,0.000301219636649813
mh_2024_0003456,839.995,22,9.0,7.573937068137875e-05
mh_2021_0000278,1503.995,22,9.0,9.945257415942815e-05
mh_2022_0000265,1178.995,22,9.5,6.925366074635562e-05
ffh_2024_0000234,1604.995,22,8.0,8.115960879393786e-05
mh_2024_0003500,978.995,22,8.5,1.997901566081893e-05
mh_2024_0003777,1199.995,22,10.0,1.3513735904321175e-05
mh_2024_0003583,1139.995,22,11.5,8.62313415960337e-06
mh_2024_0004100,673.995,20,9.5,0.00035770235972676313
mh_2022_0000287,1619.995,22,9.5,6.563133451287418e-05
mh_2024_0003329,719.995,22,10.0,3.7654581236099705e-05
ffh_2024_0000158,1343.995,22,10.0,3.575050449085508e-05
mh_2022_0000236,1182.995,22,8.0,5.723265174242169e-06
mh_2024_0004005,1200.995,22,9.5,2.1802598063825906e-06
mh_2024_0004120,921.995,22,8.0,2.2795865434286644e-05
mh_2024_0003667,1142.995,22,9.5,1.1437544408483962e-05
mh_2024_0003484,974.995,22,8.0,4.5329653965665914e-05
mh_2021_0000602,1500.995,22,8.0,0.00036057044454328917
mh_2022_0000034,1685.995,22,9.5,2.0083202652216972e-05
mh_2024_0003717,862.995,22,10.5,7.071360921298927e-05
mh_2021_0000699,1808.995,22,8.5,3.812195121717274e-05
mh_2022_0000155,1170.995,22,9.0,4.1221207676282716e-05
mh_2022_0000305,670.995,22,9.5,0.0003606139419745146
mh_2021_0000238,1386.995,22,8.0,0.00038767819801279293
mh_2021_0000785,1541.995,22,8.5,2.354775886050861e-05
mh_2024_0003780,1173.995,22,10.0,8.71676719723821e-06
mh_2024_0004303,1053.995,22,10.0,3.9367323383309407e-05
mh_2022_0000353,1602.995,22,11.0,1.0175459606174311e-05
mh_2024_0003662,1115.995,22,10.0,2.5399021017240755e-05
mh_2024_0003327,935.995,22,8.0,0.0004351935681963429
ffh_2024_0000254,1262.995,22,8.0,0.00015235443509987957
mh_2024_0004145,1318.995,22,10.5,2.5506305127186327e-05
mh_2022_0000175,1335.995,22,8.0,6.91144569375376e-05
mh_2024_0003679,1709.995,22,9.0,0.000221469711091959
mh_2024_0004020,1089.995,22,8.0,5.9298810898182695e-05
mh_2022_0000021,1199.995,22,9.5,4.2045005037887975e-05
mh_2021_0000771,1499.995,22,8.0,9.225307182680256e-05
mh_2021_0000495,1682.995,22,8.5,2.5287220407170874e-05
mh_2024_0003316,1289.995,22,8.0,2.0759979995914682e-05
mh_2022_0000247,1322.995,22,10.5,7.449351416446661e-05
mh_2024_0004279,1388.995,22,10.0,6.838526524615243e-06
mh_2024_0004294,1199.995,22,8.5,3.55788104346525e-06
ffh_2024_0000113,882.995,22,8.0,9.135498691204316e-05
mh_2022_0000343,1499.995,22,10.0,2.032960517327914e-05
mh_2024_0003986,1067.995,22,9.5,5.348422194101227e-06
mh_2024_0004452,682.995,22,8.5,0.0001358168550748809
mh_2021_0000084,1741.995,22,9.5,9.86882352682151e-05
mh_2022_0000081,1328.995,22,8.5,4.032486266194873e-05
mh_2022_0000369,1320.995,22,13.0,0.00010243593964923813
mh_2021_0000120,1619.995,22,9.5,0.0002352700715604098
ffh_2024_0000110,1213.995,22,8.0,2.0082674541099333e-05
mh_2024_0003392,791.995,22,8.0,0.00010477162627282005
mh_2024_0003871,1137.995,22,10.5,1.845029686101895e-05
mh_2024_0004226,1019.995,21,11.5,7.881986204712209e-05
mh_2022_0000079,1357.995,22,8.0,3.394910560757246e-05
mh_2022_0000417,1219.995,22,9.0,2.0359969846829605e-05
mh_2021_0000352,1338.995,21,8.0,0.0004926176579816235
mh_2021_0000256,1499.995,21,8.0,0.0005636788104059762
mh_2024_0003902,1015.995,22,8.0,0.00017717308125564675
ffh_2024_0000236,1295.995,22,10.0,2.549629234768167e-05
mh_2024_0004454,1230.995,22,10.0,0.0003576839623957785
mh_2024_0003495,1053.995,15,8.5,0.001218332120637991
mh_2021_0000395,1801.995,22,9.0,0.00012056753334718181
mh_2021_0000684,1524.995,22,10.0,8.777665358190238e-05
mh_2024_0003330,939.995,22,9.5,4.847166467537786e-06
mh_2021_0000332,1500.995,22,8.0,0.00015537641195736602
mh_2024_0003673,791.995,22,8.0,1.4459874581906928e-05
mh_2021_0000543,1584.995,22,8.0,3.480226717029075e-05
mh_2024_0003618,1682.995,21,9.0,0.00014565758496383046
mh_2021_0000636,1679.995,21,8.0,0.00013433775456586492
mh_2022_0000235,1201.995,22,10.0,1.4898639061822351e-05
mh_2024_0004359,1051.995,22,11.0,6.0047103161825995e-05
mh_2024_0004362,1090.995,22,8.5,8.270469150316954e-06
mh_2021_0000798,1199.995,19,8.0,0.000847460070460171
mh_2024_0004064,1088.995,22,8.5,1.1499264731404568e-05
mh_2024_0004144,962.995,22,9.5,2.169167821438892e-05
mh_2024_0004083,1139.995,22,10.0,1.1281767172819366e-05
mh_2024_0004287,808.995,22,8.5,8.723307600278462e-05
mh_2021_0000816,1203.995,22,10.0,5.993750972862254e-06
mh_2024_0004375,696.995,20,8.0,0.0007880721882671305
mh_2024_0003555,1541.995,22,9.5,1.8368332419816152e-05
mh_2022_0000176,1142.995,22,9.0,8.105713668445078e-05
mh_2024_0003908,1064.995,22,9.5,0.00013446726912212838
ffh_2024_0000321,1500.995,22,8.5,1.6205767800233137e-05
mh_2024_0004462,1110.995,22,8.0,0.00024626371048890814
mh_2022_0000178,1467.995,22,8.0,0.00048020889341986585
mh_2021_0000260,1141.995,22,8.0,8.15941692380217e-05
mh_2024_0003917,984.995,22,8.0,6.2444078290944164e-06
mh_2024_0003675,959.995,21,8.5,0.00020602336574152108
mh_2024_0004201,1138.995,22,8.5,9.966024101706268e-05
mh_2022_0000045,1415.995,22,10.0,6.4987946168175565e-06
ffh_2024_0000306,1510.995,22,11.5,4.743525897957819e-05
mh_2024_0003907,1216.995,21,8.5,0.0001653437496111645
mh_2022_0000143,1223.995,21,8.0,0.00018733247992563291
mh_2022_0000307,1766.995,22,10.0,3.811543875384032e-05
mh_2024_0004350,1032.995,22,10.0,1.407489419544594e-05
mh_2021_0000059,1787.995,22,8.0,7.002262705133124e-05
mh_2021_0000603,1450.995,22,8.5,2.513780844784581e-05
mh_2024_0004013,1211.995,22,9.5,3.48143312991782e-05
mh_2024_0003948,1097.995,22,8.0,0.00013034821405031813
mh_2024_0003277,1162.995,22,8.0,7.035155142370707e-06
mh_2021_0000092,1804.995,22,8.0,2.764147395397003e-05
mh_2024_0003279,1296.995,22,11.5,8.893495148151048e-06
mh_2024_0004267,903.995,22,10.5,2.1203416434445443e-05
ffh_2024_0000197,1779.995,22,10.0,0.0001242583692696371
mh_2024_0003467,992.995,22,8.5,0.0002286993881406662
mh_2024_0003237,899.995,22,8.0,1.2276825487883042e-05
ffh_2024_0000314,1380.995,22,13.0,0.00010291082362677732
mh_2024_0003792,1443.995,22,10.5,1.9342393816240542e-05
mh_2021_0000820,1683.995,22,10.0,3.945252780554291e-05
mh_2022_0000185,1464.995,22,8.0,0.00010833176763357291
ffh_2024_0000322,1200.995,22,8.5,1.11117310019134e-05
mh_2021_0000287,1799.995,22,8.0,1.3784090209172969e-05
mh_2024_0003489,915.995,22,8.0,6.319102811800235e-05
mh_2024_0004016,1633.995,22,8.5,3.293228282766316e-06
mh_2024_0003829,1119.995,22,8.0,0.00011356080768184437
mh_2024_0004424,1265.995,22,9.0,1.2339314702139932e-05
mh_2024_0003983,1086.995,22,8.0,2.6597594109313828e-05
mh_2022_0000257,1401.995,21,8.5,0.00010058050481379743
ffh_2024_0000287,1463.995,22,9.0,5.493670284034284e-05
mh_2024_0003331,936.995,22,8.0,0.00010741901466452983
mh_2024_0003264,1123.995,22,8.0,3.1766125083863324e-06
mh_2021_0000007,904.995,22,8.0,0.00038096845805186497
mh_2022_0000089,1199.995,22,9.5,0.0001285401807286853
mh_2022_0000393,899.995,22,8.0,0.0001015197778999488
mh_2022_0000172,1625.995,22,10.0,3.6632572208681524e-05
mh_2024_0004363,742.995,22,9.0,1.1589714193147043e-05
mh_2022_0000400,1585.995,22,10.0,0.00015392023846251543
mh_2024_0003611,1079.995,21,8.0,7.81468352376728e-05
mh_2021_0000616,1508.995,21,10.0,0.0003769868010608785
mh_2022_0000258,1670.995,22,9.5,1.2774335264764171e-05
mh_2024_0003890,976.995,22,9.5,0.00023227176011170344
mh_2021_0000445,1802.995,22,10.0,3.206290311463425e-05
mh_2021_0000027,1580.995,22,11.0,2.1783635608832678e-05
mh_2024_0004161,1036.995,21,8.0,0.00023246664302935613
ffh_2024_0000200,934.995,22,9.0,0.0001172286561115484
mh_2021_0000629,1800.995,22,9.5,1.88658220814476e-05
mh_2024_0003570,972.995,22,9.0,4.166250812670254e-05
mh_2024_0004221,1013.995,22,10.0,0.00012205313720834666
mh_2022_0000130,1379.995,22,8.0,0.00019353019641688037
mh_2024_0004356,1120.995,22,10.5,1.733628910047114e-05
mh_2021_0000502,1744.995,22,9.5,1.670846531392355e-05
mh_2024_0004290,1228.995,21,8.0,0.0004712206285709691
mh_2024_0003945,1084.995,20,8.0,0.0012982741412051455
mh_2024_0003463,963.995,22,8.5,0.000143562679546465
mh_2021_0000362,1752.995,21,8.0,0.0004054014499934299
mh_2024_0004233,1079.995,22,8.5,0.00022414376268756924
ffh_2024_0000150,1707.995,22,8.0,4.0535406716955413e-05
mh_2024_0004306,1391.995,22,9.5,0.00020531647075981005
mh_2024_0003733,1151.995,22,8.5,2.3326635274358227e-05
mh_2022_0000097,1333.995,22,11.0,1.929977298689638e-05
mh_2024_0004403,659.995,21,9.0,0.00025284969686175843
mh_2022_0000208,1241.995,22,10.0,7.914281408975472e-05
mh_2024_0003310,935.995,22,9.5,1.3805162425174819e-05
mh_2021_0000098,1597.995,21,8.0,0.0006454525251561861
mh_2021_0000714,1503.995,22,8.0,3.284175526554377e-05
ffh_2024_0000276,1804.995,22,9.5,2.3026199396956367e-05
mh_2022_0000334,1799.995,22,9.5,8.800551723300997e-05
mh_2024_0004171,981.995,22,8.5,1.3015486856875388e-05
mh_2024_0003439,876.995,21,10.5,7.745564545110781e-05
mh_2021_0000818,1199.995,22,8.0,0.00012862920907340014
ffh_2024_0000248,1266.995,22,8.0,0.0001032714759070301
mh_2021_0000692,1440.995,22,10.0,2.69839975768737e-05
mh_2022_0000151,1499.995,22,8.0,1.3362624839715869e-05
mh_2021_0000685,1068.995,22,9.5,1.066301471036532e-05
mh_2024_0004095,1089.995,22,9.5,1.629370882520282e-05
mh_2021_0000270,1453.995,22,8.0,0.0007772580207167631
mh_2021_0000727,1255.995,22,8.0,0.0003166129750994493
ffh_2024_0000296,823.995,22,8.5,0.00011813863077566557
ffh_2024_0000072,1325.995,22,8.0,0.00021116950841142923
ffh_2024_0000261,1260.995,22,9.5,6.861089000293487e-05
mh_2024_0003232,946.995,22,9.5,5.895226904134081e-05
mh_2021_0000604,1803.995,22,8.0,8.612367300572251e-05
mh_2024_0004047,920.995,22,8.0,7.953415763011641e-05
mh_2021_0000085,1511.995,22,8.0,2.9647629581710315e-05
mh_2024_0004351,767.995,19,8.0,0.0002569204150213922
mh_2022_0000254,1077.995,21,8.0,0.0006243970519307262
mh_2022_0000285,1211.995,22,8.0,0.00016398374564122919
mh_2024_0003680,914.995,22,8.5,1.1041518061734636e-05
mh_2024_0003427,900.995,22,9.0,5.294064178224204e-05
mh_2024_0003361,1151.995,22,8.0,1.4939387532462426e-05
mh_2021_0000549,1718.995,22,9.5,7.442344954877909e-05
ffh_2024_0000114,954.995,22,10.0,2.987741110555024e-05
mh_2021_0000459,1469.995,22,8.0,4.848066630250334e-05
ffh_2024_0000305,1453.995,22,8.0,6.618714764958294e-05
mh_2024_0003305,853.995,22,9.0,3.903517394445616e-05
mh_2024_0004110,1165.995,22,9.5,3.290106599011855e-05
mh_2022_0000330,1275.995,22,9.5,6.153580477288267e-05
mh_2021_0000501,1735.995,22,9.0,7.674277127241897e-05
mh_2021_0000770,1308.995,22,8.0,6.018217883376175e-05
mh_2021_0000307,1802.995,22,9.0,4.496365303849579e-05
mh_2024_0003449,958.995,22,10.0,1.859254817900564e-05
mh_2021_0000525,1502.995,22,8.0,2.8415122188221666e-05
ffh_2024_0000184,1403.995,22,9.5,9.520448206443385e-06
mh_2021_0000402,1763.995,22,10.5,0.00016728153609733953
mh_2024_0003616,1220.995,22,9.5,2.6623453439481342e-05
mh_2024_0003649,904.995,22,9.5,4.351449281372926e-06
mh_2024_0004291,1203.995,22,9.5,0.00033278344081992545
mh_2021_0000566,851.995,22,10.0,0.00017837593572974137
mh_2024_0004302,969.995,22,8.0,3.148392666436332e-05
mh_2024_0003436,1002.995,22,8.0,0.0004559000475912819
mh_2021_0000188,1625.995,22,8.0,0.00016484767306111046
ffh_2024_0000129,1357.995,22,9.0,6.961118503946442e-05
mh_2024_0003504,1084.995,22,9.5,1.0119898003176815e-05
ffh_2024_0000159,1659.995,22,11.0,1.3854169317320896e-05
mh_2021_0000646,1716.995,22,10.0,7.850878792206532e-05
mh_2021_0000040,1394.995,22,8.0,0.00021499170112037483
mh_2021_0000004,1800.995,22,8.5,1.2506556547855441e-05
mh_2024_0003462,1406.995,22,10.5,0.0001154055434246753
mh_2021_0000776,1552.995,22,8.0,6.808452850274646e-05
mh_2024_0004172,974.995,22,10.0,0.00014739634192218956
mh_2022_0000018,1201.995,22,9.0,1.7776319747401035e-05
mh_2021_0000783,1199.995,18,8.0,0.0011057996635270519
mh_2021_0000837,1264.995,22,8.5,3.517879531063625e-05
mh_2022_0000072,1204.995,22,8.0,0.00016258302925061086
mh_2024_0003617,1081.995,22,10.0,6.218101768083822e-06
mh_2022_0000032,1105.995,22,8.0,2.4442974748626003e-05
mh_2022_0000361,1545.995,22,10.0,3.561665084462683e-05
mh_2024_0004081,1155.995,22,8.0,0.000188867611855131
mh_2024_0004433,1299.995,22,9.5,6.959614684741971e-06
ffh_2024_0000183,1708.995,22,8.0,8.801892697862888e-05
mh_2024_0003429,1446.995,22,8.0,9.755081234836082e-05
mh_2024_0004330,967.995,22,8.5,0.0001747591236167043
mh_2024_0004281,859.995,22,10.0,0.00022598128778801902
mh_2022_0000282,1442.995,22,8.0,5.912091125295e-05
mh_2024_0004412,1118.995,22,10.0,2.4133626154969665e-05
mh_2021_0000826,1199.995,22,8.0,9.968257435521723e-05
mh_2024_0004293,1221.995,22,8.5,4.7263419019052716e-05
mh_2024_0004092,1203.995,22,9.5,2.69283338049362e-06
mh_2021_0000590,1706.995,22,9.5,2.243974101346904e-05
mh_2024_0004096,1005.995,22,9.0,2.711401193402824e-05
mh_2024_0003458,1148.995,22,9.5,3.782826935537546e-05
mh_2022_0000048,1328.995,22,8.5,1.9273613227876623e-05
mh_2024_0004239,1063.995,22,8.0,0.00015143204765328977
mh_2021_0000768,1227.995,22,8.0,4.8454960314328573e-05
mh_2022_0000397,1522.995,21,8.0,0.00020598109699205438
mh_2024_0003952,1487.995,22,9.5,2.102516644088087e-05
mh_2024_0004370,1220.995,22,10.0,2.3476393929375993e-05
mh_2021_0000418,1430.995,22,9.5,6.897120628972703e-06
mh_2021_0000020,1500.995,22,8.0,8.128597532466605e-05
mh_2024_0003625,979.995,22,9.0,3.334422730226345e-05
mh_2021_0000201,1800.995,22,11.0,3.0779008228911026e-05
ffh_2024_0000212,1203.995,22,8.5,0.00016250223011047773
mh_2024_0004166,1358.995,22,11.0,0.0001685219356271492
mh_2024_0003969,1094.995,22,8.0,4.093018599106895e-05
mh_2024_0004169,1375.995,22,8.0,4.004598842016461e-05
mh_2024_0004109,1428.995,22,9.5,0.00016476472182537345
mh_2021_0000728,1533.995,22,8.0,1.873726446972227e-05
mh_2024_0004311,1200.995,22,11.0,2.4482978160600623e-06
mh_2024_0004112,1027.995,22,8.0,4.206336309702636e-05
mh_2021_0000035,1535.995,22,8.0,4.404840486115743e-05
mh_2021_0000612,1534.995,22,8.5,0.0001433316839323351
mh_2024_0004271,1030.995,22,9.5,8.087969675638334e-06
mh_2024_0004177,900.995,22,10.5,1.3020669482969581e-05
mh_2021_0000339,1625.995,22,8.0,2.0620615908385168e-05
mh_2021_0000160,1661.995,21,8.0,0.001133672740253711
ffh_2024_0000152,1503.995,22,9.0,0.00015785575049031652
mh_2024_0003785,1209.995,22,9.0,4.345817453657016e-05
mh_2021_0000267,1009.995,22,8.0,0.00029416257095617393
mh_2024_0004075,983.995,22,8.5,3.7638714871373714e-05
mh_2024_0004003,1181.995,22,8.5,7.346937467037946e-06
ffh_2024_0000100,1382.995,22,9.5,0.00036426116075475597
mh_2021_0000472,1805.995,22,8.0,6.482622694370464e-05
mh_2024_0004379,1682.995,22,8.5,4.832543126677075e-05
mh_2024_0003511,1319.995,22,10.0,3.7606567472899426e-05
mh_2024_0003697,791.995,22,9.0,6.410576719938797e-05
mh_2024_0003242,997.995,22,10.0,4.727541300470914e-05
mh_2021_0000275,1799.995,22,9.0,6.567682332174543e-05
mh_2022_0000303,1559.995,22,10.0,4.4632030650855323e-05
mh_2024_0004105,1528.995,22,9.0,0.00015298518454267946
mh_2022_0000096,1364.995,22,8.0,6.982984618451142e-05
mh_2022_0000105,1405.995,22,8.0,1.80292329399862e-05
ffh_2024_0000043,1260.995,22,8.0,4.0797987904517396e-05
mh_2024_0003633,968.995,22,8.5,1.7616149823257986e-05
mh_2024_0003953,1138.995,21,8.0,0.0005248835537521436
ffh_2024_0000097,1572.995,22,8.0,4.0107279103534135e-05
mh_2024_0003530,1306.995,22,9.0,0.000673535692844289
mh_2024_0004036,1136.995,22,9.0,4.886643361640312e-05
mh_2024_0003747,993.995,20,8.0,0.0010187074523845775
mh_2021_0000397,994.995,22,9.5,2.235374731233579e-05
mh_2021_0000800,1626.995,22,8.0,5.563813296506251e-06
mh_2024_0004245,887.995,22,8.5,5.65697018570557e-05
mh_2021_0000558,1602.995,22,9.5,9.10051919215335e-05
mh_2021_0000605,1499.995,22,10.0,0.0002488362813908859
mh_2021_0000738,1506.995,22,10.0,6.853983961497465e-05
mh_2024_0003690,965.995,22,9.5,8.195706081500524e-05
mh_2024_0004039,1020.995,22,8.0,6.312587729947633e-05
mh_2022_0000167,1799.995,22,10.0,1.120722487566414e-05
ffh_2024_0000224,1297.995,22,10.5,5.471957888316412e-06
mh_2024_0003993,1083.995,22,9.0,4.894183343897621e-05
mh_2022_0000302,1612.995,22,8.0,0.00011113235007481182
mh_2022_0000063,743.995,22,8.0,1.0298074442041795e-05
mh_2022_0000207,1801.995,22,9.0,2.502251462004643e-05
ffh_2024_0000268,1713.995,22,8.0,3.6142523683122495e-05
mh_2022_0000003,1199.995,22,8.0,6.575668662651842e-05
mh_2024_0004383,1000.995,22,8.0,9.425990800400906e-05
mh_2024_0003438,1068.995,3,8.0,0.002563715331210613
mh_2024_0003858,900.995,22,8.5,1.863911145881935e-05
mh_2024_0003865,1016.995,22,9.5,2.112670611075045e-06
mh_2024_0003595,1339.995,22,8.0,1.9313901951309982e-05
mh_2022_0000297,1216.995,21,8.0,0.0004565844140235395
mh_2024_0003942,1360.995,22,8.0,4.855963377477885e-05
mh_2022_0000009,1638.995,22,8.0,4.028472791458311e-05
mh_2022_0000271,1098.995,22,11.0,5.749537529833959e-05
mh_2024_0003703,992.995,22,10.0,1.7696726432802114e-05
mh_2021_0000711,1593.995,22,10.0,0.00016904757100506782
mh_2022_0000398,1332.995,22,8.5,0.00016730829199715163
mh_2024_0003404,935.995,22,8.5,5.3015663150679025e-06
mh_2024_0003601,923.995,22,8.5,0.00012517835778786643
mh_2021_0000377,1598.995,22,8.0,0.00031025236619291183
mh_2024_0004325,1616.995,22,8.0,1.9888296411198998e-05
mh_2024_0003417,1044.995,22,8.0,2.2999379760685024e-05
mh_2024_0004357,971.995,22,8.0,4.2231056670825255e-05
mh_2022_0000228,1265.995,22,8.0,1.4853168627358697e-05
mh_2021_0000262,1802.995,22,8.5,0.00016989305182443164
mh_2021_0000006,1199.995,22,9.0,3.490258972019795e-05
ffh_2024_0000119,1510.995,22,8.0,9.9416451493406e-06
mh_2024_0003226,940.995,22,8.0,0.00018829627107770213
mh_2024_0003604,1277.995,22,10.5,7.39959905684365e-06
mh_2021_0000812,1726.995,22,8.0,0.00010842328521675759
mh_2024_0003370,1032.995,22,8.5,0.00010911006343715965
mh_2021_0000655,1603.995,22,8.0,3.5987830704533135e-05
mh_2021_0000258,1561.995,22,8.0,0.00022735254320284813
mh_2024_0004009,1272.995,22,8.0,1.2148876298002204e-05
ffh_2024_0000106,1469.995,22,9.5,4.166631958774151e-05
mh_2024_0003416,962.995,22,9.0,4.0704990027225425e-05
mh_2024_0004099,982.995,22,8.0,5.108465661120411e-05
mh_2021_0000571,1502.995,22,10.0,2.997774801734805e-05
mh_2024_0003437,1178.995,21,10.5,2.7132867094897325e-05
mh_2022_0000095,1354.995,22,8.0,1.7107361057114833e-05
mh_2024_0003493,887.995,22,8.5,2.1241896323141853e-05
mh_2022_0000070,1201.995,22,8.0,0.00043381392799809185
mh_2024_0003759,736.995,22,13.0,1.428097447475796e-05
mh_2021_0000458,1343.995,22,8.0,0.0001572001679090807
mh_2021_0000212,841.995,22,8.0,0.00011577597679826082
mh_2021_0000366,1799.995,22,8.0,0.0007698747987809962
mh_2024_0003779,1399.995,22,10.5,0.0001901785253691456
mh_2024_0003501,914.995,22,9.5,5.85075607166594e-05
ffh_2024_0000008,1007.995,22,8.0,3.277846743413231e-05
mh_2024_0004301,1140.995,22,9.0,4.002081609625497e-06
mh_2021_0000593,1499.995,22,8.0,1.9387715796465458e-05
mh_2024_0003365,890.995,22,8.0,0.00013165977944625389
mh_2024_0004413,1256.995,22,8.0,3.9339142299672395e-05
mh_2024_0003864,1051.995,22,10.0,7.1880459411370865e-06
mh_2021_0000296,1501.995,22,10.5,0.00017610333419742293
mh_2022_0000054,909.995,22,10.0,0.00013435684031287934
mh_2024_0003387,720.995,22,8.0,0.00032276624827501854
mh_2021_0000327,1718.995,22,8.0,0.0002902306099448362
mh_2024_0004135,1454.995,22,9.0,1.1340478775439961e-05
mh_2021_0000666,1101.995,22,8.0,4.086264366795002e-05
mh_2024_0004178,1193.995,22,9.0,2.053713308147576e-05
mh_2021_0000832,1202.995,22,8.0,2.381066950344142e-05
mh_2022_0000111,1298.995,22,8.0,1.1775112914316186e-05
mh_2021_0000330,1810.995,22,9.0,9.437481440820452e-05
mh_2024_0004436,762.995,21,8.0,0.000492760405313961
mh_2024_0003306,1123.995,22,10.0,6.880683506295992e-06
mh_2022_0000388,1569.995,22,10.0,5.274084933467744e-06
mh_2024_0003402,1055.995,21,8.0,0.0005171531017854645
ffh_2024_0000293,1393.995,22,11.5,6.625397270386803e-05
mh_2021_0000187,1709.995,22,8.0,7.218953209411574e-05
mh_2024_0003574,1151.995,22,8.0,0.00019157306020108108
mh_2024_0003946,1082.995,22,9.0,1.2077961888866897e-05
mh_2021_0000807,1799.995,22,10.0,2.0408583647581652e-05
mh_2021_0000347,1380.995,22,8.0,0.000314227713019136
mh_2022_0000368,1515.995,21,8.0,2.0240618701025473e-05
mh_2024_0004354,1021.995,22,8.5,3.064559943815902e-05
